number oder,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,PreTest,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,Date
2242,female,group E,bachelor's degree,standard,none,80,83,83,< 5,sometimes,no,5,private,4/19/2022
2243,female,group D,high school,standard,none,56,52,55,10-May,regularly,,1,school_bus,4/20/2022
2244,male,group E,some college,standard,none,59,51,43,> 10,sometimes,yes,1,private,4/21/2022
2245,male,group D,some high school,standard,none,75,74,69,10-May,sometimes,no,2,school_bus,4/22/2022
2246,male,group C,associate's degree,standard,none,85,76,71,10-May,regularly,no,2,private,4/23/2022
2247,male,group E,associate's degree,standard,none,89,76,74,10-May,sometimes,yes,1,private,4/24/2022
2248,female,group B,high school,standard,completed,58,70,68,10-May,sometimes,no,2,private,4/25/2022
2249,female,group B,high school,standard,none,65,64,62,< 5,sometimes,NULL,1,school_bus,4/26/2022
2250,male,group C,high school,standard,none,68,60,53,NULL,sometimes,no,2,school_bus,4/27/2022
2251,male,group A,some high school,standard,completed,47,49,49,10-May,NULL,no,3,school_bus,4/28/2022
2252,female,group D,some college,free/reduced,none,71,83,83,> 10,regularly,yes,5,NULL,4/29/2022
2253,female,group B,some high school,standard,completed,60,70,70,,sometimes,NULL,2,school_bus,4/30/2022
2254,male,group D,master's degree,standard,none,NULL,80,72,10-May,sometimes,yes,2,school_bus,5/1/2022
2255,male,group D,high school,standard,none,54,52,52,< 5,regularly,NULL,1,,5/2/2022
2256,female,group E,some college,standard,none,62,73,70,10-May,regularly,yes,2,private,5/3/2022
2257,female,NULL,associate's degree,free/reduced,none,64,73,68,10-May,sometimes,no,2,private,5/4/2022
2258,male,group C,associate's degree,standard,completed,78,77,NULL,< 5,,yes,1,school_bus,5/5/2022
2259,female,group B,some college,standard,none,70,75,78,10-May,sometimes,no,3,school_bus,5/6/2022
2260,female,group C,master's degree,free/reduced,completed,NULL,81,81,NULL,sometimes,yes,3,private,5/7/2022
2261,female,group C,some high school,free/reduced,completed,64,79,77,< 5,sometimes,no,4,school_bus,5/8/2022
2262,male,group C,some college,standard,completed,79,79,78,10-May,sometimes,yes,1,school_bus,5/9/2022
2263,female,group C,some high school,free/reduced,none,44,50,51,10-May,sometimes,no,2,school_bus,5/10/2022
2264,female,group E,high school,standard,none,99,93,90,10-May,sometimes,no,,NULL,5/11/2022
2265,male,group D,high school,standard,none,76,73,68,10-May,regularly,no,3,school_bus,5/12/2022
2266,male,NULL,some high school,free/reduced,none,59,42,41,10-May,never,yes,2,school_bus,5/13/2022
2267,female,group C,bachelor's degree,standard,none,NULL,75,81,< 5,regularly,yes,0,private,5/14/2022
2268,female,group D,high school,standard,none,NULL,72,77,10-May,never,yes,3,school_bus,5/15/2022
2269,female,group D,associate's degree,standard,NULL,88,92,95,10-May,regularly,yes,0,private,5/16/2022
2270,female,group E,some college,free/reduced,none,71,76,70,< 5,sometimes,no,1,school_bus,5/17/2022
2271,male,group C,bachelor's degree,standard,none,69,63,61,< 5,sometimes,yes,0,,5/18/2022
2272,male,group C,some college,NULL,none,58,49,42,> 10,sometimes,yes,1,school_bus,5/19/2022
2273,NULL,group D,associate's degree,free/reduced,none,47,53,58,10-May,sometimes,no,2,school_bus,5/20/2022
2274,female,group D,some college,standard,none,65,70,71,< 5,sometimes,yes,2,private,5/21/2022
2275,male,group B,some college,standard,completed,88,85,76,10-May,never,yes,1,private,5/22/2022
2276,male,group C,bachelor's degree,standard,none,83,78,73,> 10,sometimes,yes,,school_bus,5/23/2022
2277,female,group C,NULL,standard,completed,85,92,93,10-May,regularly,yes,3,school_bus,5/24/2022
2278,female,group E,high school,standard,completed,59,63,75,> 10,never,yes,1,school_bus,5/25/2022
2279,female,group C,some high school,free/reduced,none,65,86,80,10-May,regularly,no,2,school_bus,5/26/2022
2280,male,group B,NULL,free/reduced,none,73,56,57,10-May,regularly,no,1,school_bus,5/27/2022
2281,male,group D,high school,standard,none,53,52,42,< 5,regularly,no,2,private,5/28/2022
2282,male,group D,high school,standard,none,45,48,46,< 5,regularly,no,2,,5/29/2022
2283,female,group D,bachelor's degree,free/reduced,NULL,73,79,NULL,< 5,never,yes,2,private,5/30/2022
2284,female,group D,some college,free/reduced,completed,70,78,78,< 5,regularly,no,NULL,school_bus,5/31/2022
2285,female,group B,NULL,standard,none,NULL,46,46,> 10,never,yes,5,school_bus,6/1/2022
2286,male,NULL,associate's degree,standard,completed,81,82,82,10-May,regularly,yes,1,school_bus,6/2/2022
2287,male,group E,associate's degree,standard,completed,NULL,82,88,10-May,regularly,yes,2,school_bus,6/3/2022
2288,female,group B,some high school,standard,none,67,89,82,10-May,sometimes,yes,7,private,6/4/2022
2289,male,NULL,bachelor's degree,free/reduced,none,88,75,76,10-May,regularly,yes,5,private,6/5/2022
2290,male,group E,some high school,standard,completed,77,76,77,10-May,regularly,no,2,,6/6/2022
2291,male,group C,NULL,standard,none,76,70,68,> 10,regularly,no,3,private,6/7/2022
2292,male,group D,some high school,standard,none,86,73,70,< 5,regularly,yes,5,,6/8/2022
2293,male,group C,some high school,standard,completed,63,NULL,57,10-May,sometimes,no,2,school_bus,6/9/2022
2294,female,NULL,bachelor's degree,standard,NULL,65,73,NULL,< 5,never,yes,NULL,school_bus,6/10/2022
2295,male,group D,high school,free/reduced,completed,78,77,80,,sometimes,yes,0,private,6/11/2022
2296,male,NULL,associate's degree,free/reduced,none,67,62,60,> 10,NULL,yes,2,private,6/12/2022
2297,male,group A,some high school,standard,completed,46,41,43,10-May,regularly,no,3,private,6/13/2022
2298,male,group E,associate's degree,standard,completed,71,74,68,10-May,never,yes,3,NULL,6/14/2022
2299,male,group C,high school,free/reduced,completed,40,46,50,10-May,sometimes,no,1,school_bus,6/15/2022
2300,male,group D,associate's degree,NULL,none,90,87,75,< 5,sometimes,yes,,private,6/16/2022
2301,male,group A,some college,free/reduced,completed,81,78,81,NULL,regularly,no,1,school_bus,6/17/2022
2302,male,group D,some high school,free/reduced,none,56,54,52,NULL,sometimes,yes,2,,6/18/2022
2303,female,group C,associate's degree,standard,completed,67,84,81,> 10,never,no,3,private,6/19/2022
2304,male,group B,associate's degree,standard,none,80,76,64,< 5,regularly,yes,2,private,6/20/2022
2305,female,group C,associate's degree,standard,NULL,74,75,83,10-May,sometimes,yes,5,private,6/21/2022
2306,male,group A,some college,standard,none,69,67,NULL,< 5,sometimes,no,1,,6/22/2022
2307,male,group E,some college,standard,completed,NULL,87,81,10-May,sometimes,yes,3,school_bus,6/23/2022
2308,male,group C,some high school,standard,none,51,52,44,10-May,NULL,yes,1,school_bus,6/24/2022
2309,female,group B,associate's degree,free/reduced,none,53,71,67,> 10,regularly,yes,2,school_bus,6/25/2022
2310,female,group D,high school,free/reduced,none,49,57,52,10-May,sometimes,yes,5,school_bus,6/26/2022
2311,female,group B,associate's degree,standard,none,73,76,80,< 5,sometimes,yes,2,school_bus,6/27/2022
2312,male,group B,bachelor's degree,standard,none,66,60,57,< 5,regularly,yes,,school_bus,6/28/2022
2313,male,group D,bachelor's degree,standard,completed,67,61,68,< 5,sometimes,no,3,private,6/29/2022
2314,female,group C,associate's degree,free/reduced,completed,68,67,69,> 10,never,no,3,school_bus,6/30/2022
2315,female,group C,bachelor's degree,standard,completed,59,64,75,10-May,sometimes,yes,1,school_bus,7/1/2022
2316,male,group C,high school,standard,none,71,66,65,,sometimes,yes,1,,7/2/2022
2317,female,group D,master's degree,standard,completed,77,82,91,10-May,regularly,yes,2,,7/3/2022
2318,male,group C,associate's degree,standard,none,NULL,72,78,10-May,regularly,NULL,,private,7/4/2022
2319,male,group B,bachelor's degree,standard,none,63,71,69,10-May,regularly,yes,2,,7/5/2022
2320,female,NULL,associate's degree,free/reduced,none,56,NULL,63,< 5,sometimes,no,3,school_bus,7/6/2022
2321,female,group C,high school,free/reduced,completed,67,79,84,10-May,sometimes,yes,3,school_bus,7/7/2022
2322,female,group E,high school,standard,none,75,86,79,> 10,regularly,yes,1,school_bus,7/8/2022
2323,female,group C,some college,standard,none,71,81,80,10-May,regularly,yes,0,NULL,7/9/2022
2324,female,group C,some high school,free/reduced,none,43,53,53,< 5,sometimes,yes,1,school_bus,7/10/2022
2325,female,group C,high school,free/reduced,none,NULL,46,43,< 5,sometimes,yes,3,private,7/11/2022
2326,female,group C,some college,standard,none,82,90,94,< 5,regularly,yes,2,school_bus,7/12/2022
2327,male,group C,some college,standard,none,61,61,62,10-May,sometimes,yes,4,private,7/13/2022
2328,male,group A,some college,free/reduced,none,28,23,19,10-May,sometimes,NULL,2,school_bus,7/14/2022
2329,male,group C,associate's degree,standard,completed,82,75,77,< 5,regularly,yes,0,,7/15/2022
2330,female,group B,some high school,standard,none,41,55,51,> 10,regularly,yes,2,private,7/16/2022
2331,male,group C,high school,standard,none,71,60,61,NULL,sometimes,yes,0,private,7/17/2022
2332,male,NULL,associate's degree,standard,none,NULL,37,35,> 10,,no,4,school_bus,7/18/2022
2333,male,group E,associate's degree,standard,completed,62,56,53,< 5,sometimes,no,1,school_bus,7/19/2022
2334,male,NULL,associate's degree,standard,none,90,78,81,< 5,regularly,no,1,private,7/20/2022
2335,NULL,group C,bachelor's degree,standard,none,83,93,95,< 5,never,yes,2,,7/21/2022
2336,female,group B,some college,free/reduced,none,61,68,66,> 10,regularly,no,3,school_bus,7/22/2022
2337,male,group D,some high school,standard,completed,76,70,69,10-May,sometimes,no,2,private,7/23/2022
2338,male,group C,associate's degree,standard,none,49,51,43,< 5,sometimes,yes,1,private,7/24/2022
2339,female,group B,some high school,free/reduced,none,24,38,27,< 5,sometimes,no,1,private,7/25/2022
2340,female,group D,some high school,free/reduced,completed,35,55,60,10-May,never,yes,1,school_bus,7/26/2022
2341,male,group C,high school,free/reduced,none,58,61,52,10-May,regularly,yes,3,private,7/27/2022
2342,female,group C,high school,standard,none,61,73,63,10-May,NULL,no,2,private,7/28/2022
2343,female,group B,high school,standard,completed,69,76,74,< 5,sometimes,NULL,3,school_bus,7/29/2022
2344,male,group D,associate's degree,standard,completed,67,72,67,10-May,regularly,yes,1,school_bus,7/30/2022
2345,male,group D,some college,standard,none,79,73,67,> 10,regularly,no,2,private,7/31/2022
2346,female,group C,high school,standard,none,72,80,75,10-May,sometimes,yes,2,,8/1/2022
2347,male,group B,some college,standard,none,62,61,57,> 10,regularly,,3,private,8/2/2022
2348,female,group C,bachelor's degree,standard,completed,77,94,95,10-May,sometimes,yes,2,private,8/3/2022
2349,male,group D,high school,free/reduced,none,75,74,66,10-May,regularly,yes,5,school_bus,8/4/2022
2350,NULL,NULL,associate's degree,standard,none,87,74,76,10-May,regularly,yes,3,private,8/5/2022
2351,female,group B,bachelor's degree,standard,NULL,52,65,69,10-May,sometimes,no,4,school_bus,8/6/2022
2352,male,group E,some college,standard,none,66,57,52,> 10,sometimes,yes,0,private,8/7/2022
2353,female,group C,some college,standard,completed,63,78,80,> 10,sometimes,yes,1,private,8/8/2022
2354,female,group C,associate's degree,standard,none,46,58,NULL,> 10,sometimes,yes,NULL,,8/9/2022
2355,female,group C,some college,standard,none,59,71,70,> 10,NULL,no,2,school_bus,8/10/2022
2356,female,group B,bachelor's degree,standard,none,61,72,70,10-May,sometimes,yes,,private,8/11/2022
2357,male,group A,associate's degree,standard,none,63,61,61,> 10,sometimes,no,1,private,8/12/2022
2358,female,group C,some college,free/reduced,completed,42,66,69,10-May,regularly,yes,1,private,8/13/2022
2359,male,group D,some college,free/reduced,none,59,62,61,10-May,sometimes,yes,1,school_bus,8/14/2022
2360,female,group D,some college,standard,none,80,90,89,< 5,sometimes,yes,0,private,8/15/2022
2361,female,group B,high school,standard,none,58,62,59,10-May,sometimes,no,2,,8/16/2022
2362,male,group B,some high school,standard,completed,85,84,78,> 10,regularly,yes,3,private,8/17/2022
2363,female,group C,some college,standard,none,52,58,58,10-May,never,no,5,private,8/18/2022
2364,female,group D,some high school,free/reduced,none,27,34,32,NULL,regularly,yes,2,private,8/19/2022
2365,male,group C,some college,standard,none,59,60,58,< 5,sometimes,yes,0,school_bus,8/20/2022
2366,male,group A,bachelor's degree,free/reduced,completed,49,58,60,10-May,regularly,yes,4,school_bus,8/21/2022
2367,male,group C,high school,standard,completed,69,58,53,10-May,sometimes,yes,3,private,8/22/2022
2368,male,group C,bachelor's degree,free/reduced,none,61,66,61,< 5,sometimes,no,1,school_bus,8/23/2022
2369,female,group A,some high school,free/reduced,none,44,64,58,10-May,regularly,yes,0,private,8/24/2022
2370,female,group D,some high school,standard,none,73,84,85,< 5,sometimes,no,3,private,8/25/2022
2371,male,group E,some college,standard,none,NULL,NULL,71,> 10,NULL,yes,3,school_bus,8/26/2022
2372,female,group C,some college,free/reduced,completed,45,73,70,> 10,regularly,yes,4,private,8/27/2022
2373,male,group D,some high school,standard,none,74,74,72,10-May,sometimes,NULL,,school_bus,8/28/2022
2374,female,group D,some college,standard,completed,82,97,96,10-May,never,no,5,school_bus,8/29/2022
2375,female,group D,bachelor's degree,standard,none,59,70,73,< 5,regularly,yes,0,school_bus,8/30/2022
2376,male,group E,associate's degree,free/reduced,none,46,43,41,< 5,never,no,4,private,8/31/2022
2377,female,group D,some high school,standard,none,NULL,90,82,10-May,regularly,yes,3,private,9/1/2022
2378,female,NULL,master's degree,free/reduced,completed,85,95,100,,sometimes,no,1,school_bus,9/2/2022
2379,female,group A,some high school,standard,none,71,83,77,> 10,regularly,NULL,NULL,school_bus,9/3/2022
2380,male,group A,bachelor's degree,standard,none,66,64,62,10-May,sometimes,yes,4,private,9/4/2022
2381,female,group B,associate's degree,standard,none,80,86,83,10-May,regularly,yes,0,school_bus,NULL
2382,male,group C,associate's degree,standard,completed,87,100,95,< 5,regularly,yes,,,9/6/2022
2383,male,group C,master's degree,free/reduced,none,79,81,71,> 10,regularly,no,3,school_bus,9/7/2022
2384,female,group E,some high school,free/reduced,none,38,49,45,10-May,regularly,yes,3,school_bus,9/8/2022
2385,female,group A,some high school,free/reduced,none,38,43,43,10-May,sometimes,no,2,school_bus,9/9/2022
2386,female,group E,some college,standard,none,67,76,75,> 10,never,no,5,school_bus,9/10/2022
2387,female,group E,bachelor's degree,standard,none,64,73,70,10-May,regularly,yes,2,private,9/11/2022
2388,female,NULL,associate's degree,free/reduced,none,57,78,NULL,10-May,regularly,yes,4,school_bus,9/12/2022
2389,female,group D,high school,standard,none,NULL,64,64,,sometimes,yes,3,private,9/13/2022
2390,male,group D,master's degree,standard,none,73,70,75,10-May,regularly,yes,3,school_bus,9/14/2022
2391,male,group E,some high school,free/reduced,completed,73,67,59,10-May,regularly,NULL,3,private,9/15/2022
2392,female,group D,some college,standard,none,77,68,77,< 5,sometimes,yes,3,private,9/16/2022
2393,male,group E,some college,standard,NULL,76,67,67,< 5,sometimes,yes,3,,9/17/2022
2394,male,group C,associate's degree,standard,completed,57,54,56,10-May,regularly,no,4,private,9/18/2022
2395,female,group C,some high school,standard,completed,65,74,77,10-May,sometimes,no,3,private,9/19/2022
2396,male,group A,NULL,free/reduced,none,48,45,41,< 5,regularly,no,2,,9/20/2022
2397,female,group B,high school,free/reduced,none,50,67,63,> 10,never,yes,0,private,9/21/2022
2398,female,group C,associate's degree,standard,none,85,89,95,< 5,sometimes,yes,0,,9/22/2022
2399,male,group B,NULL,standard,NULL,74,NULL,57,10-May,,no,2,private,9/23/2022
2400,male,group D,some high school,standard,none,60,59,54,< 5,NULL,yes,3,school_bus,9/24/2022
2401,female,group C,some high school,standard,completed,59,54,67,NULL,regularly,yes,2,school_bus,9/25/2022
2402,male,group A,some college,NULL,none,53,43,43,10-May,regularly,yes,0,NULL,9/26/2022
2403,female,group A,some college,free/reduced,none,49,65,55,NULL,sometimes,yes,1,private,9/27/2022
2404,female,group D,high school,standard,NULL,88,99,100,> 10,sometimes,no,3,school_bus,9/28/2022
2405,female,group C,high school,standard,none,54,59,62,< 5,sometimes,,1,private,9/29/2022
2406,female,group C,some high school,standard,none,63,73,68,,sometimes,yes,3,school_bus,9/30/2022
2407,male,group B,associate's degree,standard,completed,65,65,NULL,< 5,never,yes,4,school_bus,10/1/2022
2408,female,group B,associate's degree,standard,none,82,80,77,< 5,sometimes,NULL,,school_bus,10/2/2022
2409,female,group D,high school,free/reduced,completed,52,57,56,> 10,sometimes,no,1,,10/3/2022
2410,male,group D,associate's degree,standard,NULL,87,84,85,10-May,NULL,no,7,private,10/4/2022
2411,female,group D,master's degree,standard,completed,70,71,74,10-May,regularly,yes,3,school_bus,10/5/2022
2412,male,group E,some college,NULL,completed,84,83,78,10-May,sometimes,yes,1,private,10/6/2022
2413,male,group D,NULL,standard,none,71,66,60,< 5,regularly,yes,0,school_bus,10/7/2022
2414,male,group B,some high school,standard,completed,63,NULL,67,10-May,sometimes,,0,school_bus,10/8/2022
2415,female,group C,bachelor's degree,free/reduced,completed,51,72,79,10-May,regularly,no,1,school_bus,10/9/2022
2416,male,group E,high school,standard,none,84,73,69,,sometimes,yes,2,,10/10/2022
2417,male,group C,bachelor's degree,standard,completed,71,74,68,10-May,sometimes,yes,2,school_bus,10/11/2022
2418,male,group C,associate's degree,standard,none,74,73,67,< 5,sometimes,no,1,school_bus,10/12/2022
2419,male,group D,some college,standard,none,68,59,62,10-May,sometimes,yes,0,school_bus,10/13/2022
2420,male,group E,high school,free/reduced,completed,57,56,NULL,10-May,regularly,,3,,10/14/2022
2421,female,group C,associate's degree,free/reduced,completed,82,93,93,> 10,regularly,yes,1,school_bus,10/15/2022
2422,female,group D,high school,standard,completed,57,58,64,> 10,regularly,yes,2,school_bus,10/16/2022
2423,female,group D,master's degree,free/reduced,NULL,47,58,67,10-May,regularly,NULL,4,school_bus,10/17/2022
2424,female,group A,some high school,standard,completed,59,85,80,10-May,regularly,yes,,school_bus,10/18/2022
2425,male,group B,some college,free/reduced,none,41,39,34,10-May,sometimes,yes,3,private,10/19/2022
2426,female,group C,some college,free/reduced,none,62,67,62,NULL,sometimes,,5,school_bus,10/20/2022
2427,male,group C,bachelor's degree,standard,none,86,83,86,> 10,regularly,no,1,school_bus,10/21/2022
2428,male,group C,some high school,free/reduced,none,69,71,65,> 10,never,yes,3,private,NULL
2429,male,group A,some high school,free/reduced,none,65,59,53,NULL,regularly,yes,3,private,10/23/2022
2430,male,group C,some high school,free/reduced,none,68,63,54,10-May,sometimes,yes,0,NULL,10/24/2022
2431,male,group C,associate's degree,free/reduced,none,64,66,59,10-May,sometimes,no,3,school_bus,10/25/2022
2432,female,group C,high school,standard,none,61,72,70,10-May,regularly,yes,1,,NULL
2433,male,group C,high school,standard,none,61,56,55,,regularly,,2,school_bus,10/27/2022
2434,female,group A,some high school,free/reduced,none,47,59,50,10-May,sometimes,no,4,,10/28/2022
2435,male,group C,NULL,standard,none,73,66,66,< 5,regularly,no,1,private,10/29/2022
2436,male,group C,some college,free/reduced,completed,50,48,53,10-May,sometimes,yes,1,school_bus,10/30/2022
2437,male,group D,associate's degree,standard,none,75,68,64,10-May,never,no,1,private,10/31/2022
2438,male,group D,associate's degree,free/reduced,none,75,66,73,10-May,sometimes,yes,4,school_bus,NULL
2439,male,group C,high school,standard,none,70,56,51,10-May,sometimes,yes,,private,11/2/2022
2440,male,group D,some high school,standard,completed,89,88,82,10-May,sometimes,no,4,,11/3/2022
2441,female,group C,some college,standard,completed,67,81,79,> 10,sometimes,no,1,school_bus,NULL
2442,female,group D,high school,standard,none,78,81,80,> 10,regularly,no,7,school_bus,11/5/2022
2443,female,group A,some high school,free/reduced,none,59,73,NULL,10-May,regularly,yes,3,private,11/6/2022
2444,female,group B,associate's degree,standard,none,73,83,76,10-May,regularly,yes,2,private,11/7/2022
2445,male,group A,some high school,free/reduced,none,79,82,73,10-May,sometimes,no,1,private,11/8/2022
2446,female,group C,some high school,standard,completed,67,74,77,< 5,regularly,yes,0,NULL,11/9/2022
2447,male,group D,some college,free/reduced,none,69,66,60,10-May,sometimes,yes,4,school_bus,11/10/2022
2448,male,group C,high school,standard,completed,86,81,80,NULL,sometimes,no,5,private,11/11/2022
2449,male,group B,high school,standard,none,47,46,42,10-May,sometimes,yes,2,private,11/12/2022
2450,male,group B,associate's degree,standard,none,81,73,72,> 10,sometimes,yes,3,,11/13/2022
2451,female,group C,some college,free/reduced,completed,NULL,85,85,10-May,sometimes,yes,2,school_bus,11/14/2022
2452,female,group E,some college,standard,none,100,92,97,10-May,sometimes,no,1,NULL,11/15/2022
2453,female,group C,associate's degree,free/reduced,none,65,77,74,10-May,never,yes,1,private,11/16/2022
2454,male,group C,some college,free/reduced,none,NULL,58,49,> 10,sometimes,yes,4,school_bus,11/17/2022
2455,female,group C,associate's degree,free/reduced,NULL,NULL,61,62,10-May,sometimes,yes,1,private,11/18/2022
2456,male,group C,bachelor's degree,free/reduced,none,37,56,47,10-May,sometimes,yes,3,school_bus,11/19/2022
2457,female,group D,bachelor's degree,standard,none,79,89,89,> 10,sometimes,NULL,2,private,11/20/2022
2458,male,group D,associate's degree,free/reduced,none,53,54,48,10-May,sometimes,yes,2,private,11/21/2022
2459,female,group E,NULL,standard,none,100,100,100,< 5,regularly,no,3,school_bus,11/22/2022
2460,male,group B,high school,standard,completed,72,NULL,68,< 5,sometimes,no,,school_bus,11/23/2022
2461,male,group C,bachelor's degree,free/reduced,none,53,58,55,10-May,sometimes,yes,3,private,11/24/2022
2462,male,group B,some college,free/reduced,none,54,54,45,10-May,sometimes,,4,school_bus,11/25/2022
2463,female,group E,some college,standard,none,71,70,NULL,10-May,NULL,yes,1,school_bus,11/26/2022
2464,female,group C,some college,free/reduced,none,77,90,91,10-May,NULL,yes,5,school_bus,NULL
2465,male,group A,bachelor's degree,standard,completed,75,58,62,< 5,regularly,no,1,school_bus,11/28/2022
2466,female,group C,some college,standard,none,84,87,91,10-May,sometimes,,0,,11/29/2022
2467,female,NULL,associate's degree,free/reduced,none,NULL,31,38,10-May,sometimes,no,1,school_bus,11/30/2022
2468,male,NULL,high school,free/reduced,completed,72,67,65,< 5,sometimes,yes,6,school_bus,12/1/2022
2469,female,group A,high school,free/reduced,completed,77,88,85,< 5,regularly,yes,2,school_bus,12/2/2022
2470,male,group C,some college,standard,none,91,74,76,10-May,sometimes,yes,4,private,12/3/2022
2471,female,group C,associate's degree,standard,completed,83,85,90,< 5,regularly,no,3,school_bus,12/4/2022
2472,female,group C,high school,standard,none,63,69,74,10-May,sometimes,no,1,school_bus,12/5/2022
2473,female,group C,associate's degree,standard,completed,68,86,84,< 5,sometimes,yes,3,school_bus,12/6/2022
2474,female,group D,some high school,standard,none,59,67,61,10-May,sometimes,yes,2,school_bus,12/7/2022
2475,female,group B,associate's degree,standard,completed,90,90,91,< 5,sometimes,yes,0,private,12/8/2022
2476,female,group D,bachelor's degree,standard,completed,71,76,83,,sometimes,yes,0,school_bus,12/9/2022
2477,male,group E,bachelor's degree,standard,completed,76,NULL,66,> 10,regularly,yes,3,school_bus,12/10/2022
2478,male,group D,associate's degree,standard,none,80,68,72,10-May,regularly,yes,1,private,12/11/2022
2479,female,group D,master's degree,standard,none,55,64,70,< 5,sometimes,yes,3,school_bus,12/12/2022
2480,male,group E,associate's degree,standard,none,76,71,67,10-May,regularly,yes,1,school_bus,12/13/2022
2481,male,group B,high school,standard,completed,73,71,68,10-May,sometimes,no,3,private,12/14/2022
2482,female,group D,associate's degree,free/reduced,none,52,59,56,10-May,regularly,no,1,private,12/15/2022
2483,male,group C,some college,free/reduced,none,68,68,61,10-May,sometimes,no,3,,12/16/2022
2484,male,group A,high school,standard,none,59,52,46,< 5,sometimes,yes,2,,12/17/2022
2485,female,group B,associate's degree,standard,none,49,52,54,< 5,regularly,no,2,school_bus,12/18/2022
2486,male,group C,high school,standard,none,70,74,71,10-May,regularly,yes,3,private,12/19/2022
2487,male,group D,some college,free/reduced,none,61,47,56,10-May,sometimes,yes,3,school_bus,12/20/2022
2488,female,group C,associate's degree,free/reduced,none,60,75,74,10-May,sometimes,no,1,private,12/21/2022
2489,male,group B,some high school,standard,completed,64,53,57,,sometimes,no,1,private,12/22/2022
2490,male,group A,associate's degree,free/reduced,completed,79,82,82,10-May,never,yes,1,school_bus,12/23/2022
2491,female,group A,associate's degree,free/reduced,none,65,85,76,10-May,regularly,no,1,school_bus,12/24/2022
2492,female,group C,associate's degree,standard,none,64,64,70,10-May,sometimes,no,5,school_bus,12/25/2022
2493,female,group C,some college,standard,none,83,83,90,10-May,sometimes,no,3,private,12/26/2022
2494,female,group C,bachelor's degree,standard,none,81,88,90,10-May,sometimes,yes,4,private,NULL
2495,female,group B,high school,standard,none,54,64,68,> 10,sometimes,yes,5,private,12/28/2022
2496,male,group D,high school,standard,completed,68,64,66,NULL,regularly,yes,2,,12/29/2022
2497,female,group C,some college,NULL,none,54,48,52,,sometimes,no,2,private,12/30/2022
2498,female,group D,some college,free/reduced,completed,59,78,76,> 10,sometimes,yes,3,private,12/31/2022
2499,female,group B,some high school,standard,none,66,69,68,< 5,sometimes,yes,4,school_bus,1/1/2022
2500,male,group E,some college,standard,none,76,71,72,10-May,sometimes,yes,2,,1/2/2022
2501,female,group D,master's degree,standard,none,74,79,82,< 5,sometimes,no,2,private,1/3/2022
2502,female,group B,associate's degree,standard,completed,94,87,92,10-May,never,no,1,private,1/4/2022
2503,male,group C,some college,free/reduced,none,63,61,54,10-May,,yes,1,private,1/5/2022
2504,female,group E,associate's degree,standard,completed,95,89,92,10-May,never,yes,2,private,1/6/2022
2505,female,group D,NULL,free/reduced,none,40,59,54,< 5,sometimes,yes,2,school_bus,1/7/2022
2506,female,group B,some high school,standard,none,82,82,80,10-May,sometimes,no,4,school_bus,1/8/2022
2507,male,group A,high school,standard,none,68,70,66,> 10,sometimes,NULL,1,school_bus,1/9/2022
2508,male,group B,bachelor's degree,NULL,none,55,59,54,10-May,sometimes,yes,5,private,1/10/2022
2509,male,group C,master's degree,standard,none,79,78,77,< 5,never,no,2,,1/11/2022
2510,female,group C,bachelor's degree,standard,none,86,92,87,10-May,never,yes,1,school_bus,1/12/2022
2511,male,group D,some college,standard,none,NULL,71,73,< 5,sometimes,no,2,school_bus,1/13/2022
2512,male,group A,some high school,standard,none,64,50,43,> 10,sometimes,no,3,school_bus,1/14/2022
2513,male,group D,some high school,free/reduced,none,62,49,52,10-May,sometimes,no,1,private,1/15/2022
2514,female,group B,some high school,standard,completed,54,61,62,< 5,sometimes,no,2,school_bus,1/16/2022
2515,female,group B,master's degree,free/reduced,completed,77,97,94,10-May,regularly,yes,3,private,1/17/2022
2516,female,group C,NULL,standard,completed,76,87,85,> 10,regularly,no,2,private,NULL
2517,female,group D,some college,standard,none,74,89,84,10-May,sometimes,yes,2,,1/19/2022
2518,female,group E,some college,standard,completed,66,74,73,10-May,regularly,yes,1,school_bus,1/20/2022
2519,female,group D,some high school,standard,completed,66,78,78,10-May,sometimes,yes,3,school_bus,1/21/2022
2520,female,group B,high school,free/reduced,completed,67,78,79,< 5,regularly,yes,2,private,1/22/2022
2521,male,NULL,some college,standard,none,71,49,52,< 5,regularly,no,5,school_bus,1/23/2022
2522,female,group C,associate's degree,standard,none,91,86,84,< 5,sometimes,yes,1,school_bus,1/24/2022
2523,male,group D,bachelor's degree,standard,none,69,58,57,< 5,sometimes,yes,0,,1/25/2022
2524,male,group C,master's degree,NULL,none,54,59,NULL,10-May,regularly,no,2,private,1/26/2022
2525,male,group C,high school,standard,completed,53,52,49,10-May,never,no,3,private,3/1/2022
2526,male,group E,some college,standard,none,68,60,59,10-May,regularly,no,2,private,3/2/2022
2527,male,group C,some high school,free/reduced,completed,56,61,60,> 10,regularly,NULL,1,private,3/3/2022
2528,female,group C,high school,free/reduced,none,36,53,43,> 10,regularly,no,NULL,private,3/4/2022
2529,female,NULL,bachelor's degree,free/reduced,none,NULL,41,47,10-May,regularly,yes,1,school_bus,3/5/2022
